contest-tmp2m-14d__tmp2m,index
29.05323513782252,376040
29.111195681624746,376041
29.332603715434622,376042
29.29614363122584,376043
29.544459696856784,376044
29.471707453448772,376045
29.156799345284615,376046
28.994030664936812,376047
28.951719829132365,376048
29.09766840939609,376049
29.280170781921036,376050
29.155238097653722,376051
28.86884632864767,376052
28.536545312610393,376053
28.497078251115724,376054
28.199918689792447,376055
27.82278582410884,376056
27.76817316561273,376057
26.94043207346754,376058
27.37122377686108,376059
27.050658996593146,376060
26.72901685768884,376061
26.463458646648032,376062
26.08279675890174,376063
25.472327985765737,376064
25.292751509705102,376065
25.50136981401984,376066
25.007568011098588,376067
24.9413480019252,376068
25.271119085181887,376069
25.40302177242838,376070
25.58560048651664,376071
25.383963891839844,376072
25.442673921311666,376073
25.298221646077273,376074
24.940046847976767,376075
24.696903788423462,376076
24.790926175566767,376077
24.807125621037855,376078
24.661934844484406,376079
24.57081098930101,376080
24.824381102949726,376081
24.755259774295546,376082
24.52212742406602,376083
24.415671145796185,376084
24.33757953327043,376085
24.20985713172931,376086
24.159840118648695,376087
23.95860757404153,376088
23.301809916619717,376089
23.10959826378467,376090
23.321304266150534,376091
22.658500417643516,376092
22.378910310363548,376093
22.0624174851935,376094
21.310981645635994,376095
20.757413247069984,376096
20.00461152083483,376097
19.02202789396904,376098
18.000975367242262,376099
29.23316943732495,376100
28.97882718100923,376101
29.08163099473568,376102
29.209075691159807,376103
29.30298015831107,376104
29.23226694704368,376105
29.12024771628022,376106
28.874873781881465,376107
28.625074272468694,376108
28.627217298972937,376109
28.72231497646176,376110
29.13361949122087,376111
28.972920194415583,376112
28.57970893039564,376113
28.132645580247143,376114
27.996895791714124,376115
27.698347174242386,376116
27.371894448243506,376117
27.0918391044014,376118
26.527730555968265,376119
26.776670758735012,376120
27.09388199637776,376121
26.69411947788162,376122
26.456394940190904,376123
25.829955300505617,376124
25.612437702697598,376125
25.30187809458006,376126
25.162267854974175,376127
24.79748122633509,376128
25.090191515816436,376129
24.84622615156235,376130
24.908391103882636,376131
25.249816847743418,376132
25.257803081645868,376133
25.22885496950036,376134
25.008959304808528,376135
24.66628382383829,376136
24.232646681867806,376137
24.414822756038753,376138
24.478492067914907,376139
24.339931180956402,376140
24.12748392324096,376141
24.45131435153403,376142
24.244564909837827,376143
24.093941980080196,376144
24.01199380587652,376145
23.772954309719147,376146
23.705006991196665,376147
23.63399212179003,376148
23.674314056364324,376149
23.46360415010055,376150
23.357774618577853,376151
23.41198499062922,376152
22.26526274830921,376153
22.33807208721895,376154
21.98358129110915,376155
21.212297964613178,376156
20.764243909335754,376157
20.32249034039979,376158
19.464189657724067,376159
18.13532025493554,376160
28.484475536405984,376161
28.304623946401996,376162
28.25477932590684,376163
28.456512251067572,376164
28.524751557061588,376165
28.60107914390707,376166
28.427117108176578,376167
28.034883984336684,376168
27.829761045226356,376169
27.919924565520077,376170
27.94183685145111,376171
28.513788689392072,376172
28.426979633119927,376173
28.031910350874895,376174
27.45507658564744,376175
27.3243342967022,376176
26.999401601189753,376177
26.703332226467236,376178
26.360523229941386,376179
25.75743651398234,376180
25.81550387682889,376181
26.285031469731422,376182
26.00511089469769,376183
25.980748099328892,376184
25.51799004556214,376185
24.71075647218742,376186
24.44736060423828,376187
24.347985808142738,376188
23.89468316596323,376189
24.17544811217831,376190
23.840461092342856,376191
23.929565810906645,376192
24.22752064801187,376193
24.25802075965831,376194
24.202806833364974,376195
24.006664880322848,376196
23.939468561727068,376197
23.608406913507064,376198
23.790668487916456,376199
23.728519519376647,376200
23.57469118127399,376201
23.40960901533702,376202
23.749657058308905,376203
23.614716467259793,376204
23.494163639044586,376205
23.462971905497255,376206
23.255662286446444,376207
22.954440652212813,376208
23.027517378164276,376209
22.500031844826033,376210
22.474254579912863,376211
22.313665978954717,376212
22.500202068605226,376213
21.451927600695086,376214
21.72269772936957,376215
21.636575857105477,376216
20.570662257998478,376217
20.21559373555195,376218
19.647630425274198,376219
18.593733812983157,376220
17.61405278989391,376221
28.102725330517725,376222
27.98467195951205,376223
28.069228178134118,376224
28.129958252403195,376225
28.075959534345632,376226
28.17407751329371,376227
27.987401512394875,376228
27.16366918169063,376229
27.163582369814584,376230
27.23248911318173,376231
27.187874644706767,376232
27.735214187726015,376233
27.8280867607266,376234
27.47692883484889,376235
27.183171796023057,376236
26.98596761576649,376237
26.605450609326738,376238
26.25781948577952,376239
26.07651811413796,376240
25.541954859125845,376241
25.716364520063642,376242
25.98751924348135,376243
25.48407924425282,376244
25.433546740059242,376245
25.00031483292308,376246
24.727974377242944,376247
23.94544081182329,376248
23.78726675442408,376249
23.418186495180574,376250
23.570249644305115,376251
23.447528960840593,376252
23.280388280400235,376253
23.43213575714295,376254
23.547450712441872,376255
23.65576171138445,376256
23.521223686699464,376257
23.329860555236966,376258
22.899420324444378,376259
23.078349083600827,376260
23.199165798439324,376261
23.0503944094734,376262
22.881845155940326,376263
23.18199057623643,376264
23.095771584738287,376265
22.978177741240017,376266
22.971125232007267,376267
22.544533194465924,376268
22.35103939724511,376269
22.10984440673923,376270
21.801822799029424,376271
21.960514519132776,376272
22.03670700965142,376273
22.143909909267958,376274
21.428854389427975,376275
20.749449464302607,376276
20.886513188484294,376277
20.396819247013397,376278
19.93209766691072,376279
19.268826728667786,376280
19.135480171871293,376281
18.17962109508493,376282
28.06952547663354,376283
27.990792799827542,376284
28.0486440261866,376285
28.048856263222245,376286
28.087330933769852,376287
27.717603190790292,376288
27.451629405757373,376289
26.80615019793209,376290
26.73902068644103,376291
26.877678832458614,376292
26.809360611223568,376293
27.363215941159485,376294
27.345787295562687,376295
26.98017183576804,376296
26.66497758383494,376297
26.288542754658057,376298
25.95822415885028,376299
25.80852506297382,376300
25.746190221096292,376301
25.359156754592462,376302
25.888390585227583,376303
25.78480764010574,376304
25.684971599064763,376305
25.120427464034435,376306
24.920739362945575,376307
24.552507819161676,376308
24.435104855299254,376309
24.01997119676376,376310
23.85292793756544,376311
23.455022628650372,376312
23.671914023710237,376313
23.542909922824904,376314
23.618761165224257,376315
23.511250993827993,376316
23.7788475428774,376317
23.58447508879459,376318
23.573108447513746,376319
23.251279187872232,376320
23.32375898494196,376321
23.409413376821337,376322
23.378888003075268,376323
23.21993592676816,376324
23.453583868528117,376325
23.3044609425023,376326
22.988978518222822,376327
22.93026641354664,376328
22.59078589116946,376329
22.39515617078484,376330
21.86341278785254,376331
21.624817472073236,376332
21.897254136751428,376333
22.18020341373041,376334
22.560568896800348,376335
21.827302859115083,376336
21.494973350493073,376337
21.042824063142355,376338
20.39850633165091,376339
20.180668561255374,376340
19.671448928054232,376341
19.448507786152064,376342
18.820966612020225,376343
23.069413452185227,376344
23.054843682596335,376345
23.029138037976846,376346
23.167184616441048,376347
23.149666080506325,376348
22.89682933994481,376349
22.731670894880253,376350
22.42705057058029,376351
22.359864335478974,376352
22.37739428172132,376353
22.482516038188383,376354
22.562537638621585,376355
22.503874923652255,376356
22.27012161234805,376357
22.028026848079676,376358
21.762099818138225,376359
21.38150732478632,376360
21.274679428220082,376361
20.8700077363788,376362
20.450735399306136,376363
20.707965179498935,376364
20.54799110326708,376365
20.090589438280205,376366
19.479123952633792,376367
19.156750290338717,376368
18.77039304133071,376369
19.0536305508887,376370
18.905373588515623,376371
18.796294509007726,376372
18.56404612531567,376373
18.869702010028494,376374
18.777341985741472,376375
18.810517414969937,376376
18.677395175589375,376377
18.645047027566306,376378
18.550409764461925,376379
18.258231510288365,376380
18.124264073651723,376381
18.199389524440743,376382
18.488487712839746,376383
18.339595053099924,376384
18.297818529695146,376385
18.390578728483,376386
18.24801657783424,376387
18.004606565108954,376388
17.914056934766506,376389
17.96004670090418,376390
17.908911910117567,376391
17.8620998716519,376392
17.76401658045786,376393
17.630060191835756,376394
17.080994517816805,376395
17.57573285991632,376396
16.951595878578253,376397
16.687551864690136,376398
16.461848078794826,376399
15.290676157243706,376400
15.008951298871336,376401
13.938416475890442,376402
13.646743703547596,376403
12.37711289627186,376404
24.626099129695454,376405
24.607679008083945,376406
24.742146951089058,376407
24.7730415522527,376408
24.870949694731763,376409
24.384395765397045,376410
24.24294243619922,376411
24.047074274361243,376412
23.97319533811939,376413
23.859536176841658,376414
23.878343468922093,376415
24.13075167565335,376416
24.05792106570788,376417
23.72633074969403,376418
23.338482145505473,376419
23.213436501014847,376420
22.967462618576146,376421
22.75066528991642,376422
22.500669981527643,376423
21.9409483052112,376424
22.194999321264863,376425
21.770200610604327,376426
21.229568867643664,376427
21.037938126133447,376428
20.385431200012256,376429
19.83875077091339,376430
20.27410770598558,376431
19.712505084652797,376432
19.861326921205787,376433
19.929339096131493,376434
19.793499722131365,376435
19.86955595347871,376436
19.897602639272037,376437
19.762721778459543,376438
19.834614566808824,376439
19.617208669924846,376440
19.340516446768202,376441
19.308203379166283,376442
19.232016064744116,376443
19.496834748539925,376444
19.392780938240442,376445
19.424618060673122,376446
19.409853127828953,376447
19.337425787537406,376448
19.235453388675882,376449
19.214114472240247,376450
19.16931101544175,376451
19.123113328059635,376452
18.867564018614686,376453
18.9877238768355,376454
18.93543883983398,376455
18.874812092066133,376456
18.954001723894464,376457
18.190261140333995,376458
17.623884419377717,376459
17.22528358872521,376460
16.71437682082596,376461
16.586347962467325,376462
15.226903186223552,376463
14.471029625906926,376464
14.006305102308549,376465
26.807896374387642,376466
26.62799492374898,376467
26.805529371790705,376468
26.720216614148754,376469
26.845150195085893,376470
26.797174455588852,376471
26.687044207835477,376472
26.49396441718342,376473
26.375073486257122,376474
26.284601595809026,376475
26.209008899848218,376476
26.351796046703075,376477
26.42278308760035,376478
26.35674783812003,376479
26.002557800932458,376480
25.685415794097025,376481
25.39917922471026,376482
25.286508581125574,376483
24.94898147719862,376484
24.149729838931634,376485
24.37124400487962,376486
24.36410345319551,376487
24.401500781150602,376488
24.17786002788133,376489
23.429510711415045,376490
23.19915431959616,376491
22.889556894298,376492
22.916129215313987,376493
22.86979576530695,376494
22.782726497312318,376495
23.208558945098574,376496
23.074341131413643,376497
23.25442906919435,376498
23.046867087841513,376499
23.057597658721328,376500
22.787727829143712,376501
22.38597951981921,376502
22.073248717208877,376503
22.472508126444225,376504
22.448370096439795,376505
22.388085794926916,376506
22.345178764043347,376507
22.529362180362405,376508
22.458463942268587,376509
22.356411023629587,376510
22.27134869444232,376511
22.142081373860407,376512
22.08391699789145,376513
21.65718363202297,376514
21.49217864461651,376515
21.319096465956726,376516
21.34280191006539,376517
21.149100775482218,376518
20.373571204674743,376519
19.95870270908645,376520
19.250345629693005,376521
18.724762569421753,376522
18.069830110237024,376523
17.154777937742818,376524
16.464333619917774,376525
15.757809147709256,376526
27.2857360652073,376527
27.336602594066427,376528
27.449253925099,376529
27.41983365882586,376530
27.600733886373977,376531
27.508074279058114,376532
27.3597763593025,376533
27.132944048944815,376534
27.02035549787451,376535
26.945027164574633,376536
26.998597645753264,376537
27.04505940296133,376538
26.88372026608951,376539
26.495128396116367,376540
26.32927301854628,376541
26.064412399844386,376542
25.9665377845092,376543
25.58570731545363,376544
25.47411370960788,376545
24.93712670344349,376546
24.616355525155246,376547
24.31992287622435,376548
24.378225693348742,376549
24.026236039537732,376550
23.577698924563165,376551
23.24706543350024,376552
23.176055400301006,376553
23.291701249762966,376554
23.415829411762935,376555
23.22739484704696,376556
23.67795201142659,376557
23.527585519054373,376558
23.573328558304382,376559
23.40285232238972,376560
23.331919666280072,376561
23.23681352755762,376562
22.329687773438405,376563
22.240089523699183,376564
22.204349533669998,376565
22.316462243889617,376566
22.30733815650347,376567
22.26453319312726,376568
22.465312997890756,376569
22.400270396876017,376570
22.24821886702013,376571
22.08491403364888,376572
21.92438014031567,376573
21.864857888298,376574
21.80498946782678,376575
21.528178237956062,376576
21.241110166384214,376577
21.121751831211206,376578
21.10024691301701,376579
20.388280515910935,376580
19.724818991694526,376581
19.483999905142152,376582
18.77991661586254,376583
17.93657169589095,376584
17.035555969401923,376585
16.48103270342859,376586
15.362213827624874,376587
27.08498285471127,376588
26.873348171939934,376589
27.071321206596657,376590
27.22199054904221,376591
27.190656957984405,376592
27.23246659270084,376593
27.129510095775835,376594
26.879419818996787,376595
26.799577553546516,376596
26.84619420783425,376597
26.80174410763108,376598
26.90890770832032,376599
26.777618913569036,376600
26.143694159418125,376601
25.858796894486026,376602
25.765522172033386,376603
25.35687061918592,376604
25.046752387524506,376605
24.925343260697673,376606
24.02738146422768,376607
23.827016899247567,376608
23.759420069111854,376609
23.82303953411589,376610
23.424053030115665,376611
22.937920419318058,376612
22.803985340700397,376613
22.81150043938458,376614
22.992349139843455,376615
22.52973497453339,376616
22.513438777407657,376617
22.627440356231737,376618
22.733693843103346,376619
22.809757281313352,376620
22.686334924101153,376621
22.693364217022626,376622
22.430188290870895,376623
22.0114003606499,376624
21.78311728665452,376625
21.967704255889267,376626
22.088190130459523,376627
21.887115671682952,376628
21.83225498263935,376629
22.15289463274656,376630
22.12039132247631,376631
21.848248230032688,376632
21.85188265177041,376633
21.679888700660786,376634
21.631817583498282,376635
21.51601080402105,376636
21.176241988350377,376637
20.831573136342087,376638
20.963570311205725,376639
21.100704789081263,376640
20.145443690120423,376641
19.91773042121319,376642
19.575825306836823,376643
18.788469660638103,376644
18.054516748319664,376645
17.530854104700673,376646
16.692370693167362,376647
15.466985126319546,376648
26.930800552389314,376649
26.688586698666075,376650
26.799314434206718,376651
26.98273270623841,376652
26.96416446626295,376653
26.927188586157605,376654
26.767036704578416,376655
26.638066538036824,376656
26.450942470793024,376657
26.454183165691283,376658
26.601219298696137,376659
26.99482417878167,376660
26.76398969004198,376661
26.263518880713463,376662
25.929353773971634,376663
25.577593759179514,376664
25.47844864005042,376665
25.166389656763478,376666
24.93271981039173,376667
24.4271744068969,376668
24.29967493445773,376669
23.92330843875277,376670
24.154574846897702,376671
23.756035284964547,376672
23.112138924799936,376673
23.06893257595252,376674
22.831132723158078,376675
22.84014478719345,376676
22.471171765396114,376677
22.351881080863066,376678
22.336879737853344,376679
22.544530750045404,376680
22.697581880828075,376681
22.518647130681344,376682
22.56815068400476,376683
22.279103554328593,376684
22.021974993979015,376685
21.776626094990235,376686
21.671342910370853,376687
21.64986150142843,376688
21.65376624241857,376689
21.59037056027192,376690
21.923355243965002,376691
21.943195928539907,376692
21.948804653608057,376693
21.95570188908826,376694
21.745583966025187,376695
21.627474684538214,376696
21.418818754386137,376697
21.258306011556343,376698
20.92537346563965,376699
20.90326425511911,376700
21.1966016249948,376701
20.420699482935568,376702
19.897345842701583,376703
19.397336721037316,376704
18.758413125247774,376705
18.31644175356991,376706
17.705451384035044,376707
16.741349149675525,376708
16.008923552792588,376709
27.25274574954041,376710
27.11151927852397,376711
27.29939895117901,376712
27.32471067746628,376713
27.30190440773921,376714
27.1098424704186,376715
26.951101719432057,376716
26.55534775841332,376717
26.34836200110508,376718
26.27842536202519,376719
26.44017826541265,376720
27.0294275891847,376721
26.83408057858471,376722
26.280322285581704,376723
26.020680351715548,376724
25.761531550339477,376725
25.60058617509857,376726
25.205914756017663,376727
24.847493850600458,376728
24.356659870082357,376729
24.554643106655416,376730
24.816679423315858,376731
24.9882525189894,376732
24.258927686293735,376733
23.65696906519412,376734
23.630160985021504,376735
23.25775281737811,376736
22.910825875524168,376737
22.94503257322004,376738
23.04801501665694,376739
22.740716389998425,376740
22.691261241364703,376741
22.95243201446825,376742
22.84102705329385,376743
22.826133911085414,376744
22.791386945452935,376745
21.971376677871856,376746
21.65500708056922,376747
21.686976126843057,376748
21.65100120376806,376749
21.57280634906983,376750
21.593270132472696,376751
21.893678385803916,376752
21.892844322676282,376753
21.777500830669126,376754
21.748207416462005,376755
21.565610918247266,376756
21.40369322596745,376757
21.404084251418514,376758
21.12591625303668,376759
21.044687548478556,376760
21.08306236181252,376761
21.286279080523954,376762
20.403465561535327,376763
20.17397137677672,376764
19.920986635489346,376765
19.030892108721236,376766
18.496543165050504,376767
17.975855462522716,376768
16.967442588642154,376769
16.296034474128746,376770
27.988414059590255,376771
27.817710020300936,376772
27.918897072349555,376773
27.964762878596023,376774
27.912917461201335,376775
28.356486056378714,376776
28.206220679642694,376777
27.75457041254453,376778
27.4987413292381,376779
27.554183323976467,376780
27.55817213683636,376781
28.056746499521736,376782
28.059776240596285,376783
27.4815853299254,376784
27.188086560116496,376785
26.99414926105296,376786
26.60909508708101,376787
26.346955282337298,376788
26.07681055937085,376789
25.49635883051871,376790
25.625827968215784,376791
25.705200236530064,376792
25.52282700362333,376793
25.1864518221484,376794
24.45466381900699,376795
24.28185703797044,376796
23.505567493045472,376797
23.452296713457358,376798
23.13604182520573,376799
23.250731601077238,376800
22.97071497043314,376801
22.977854809855096,376802
23.446421174042666,376803
23.233551587851338,376804
23.22192148886404,376805
23.16277966140729,376806
22.649805517870455,376807
22.55577069623879,376808
22.520356290898896,376809
22.331095465336666,376810
22.324866471232585,376811
22.2786360206236,376812
22.57722470644174,376813
22.590658412082426,376814
22.53405501344692,376815
22.518939147785485,376816
22.256393626596317,376817
22.053032931148557,376818
21.781020618119307,376819
20.89308930991779,376820
21.143036213844958,376821
21.16073046948496,376822
21.377301188033623,376823
20.804991982542802,376824
20.439509902178354,376825
20.24566985944714,376826
19.57655253555001,376827
19.078073459869778,376828
18.407199549428167,376829
17.690673106009946,376830
16.9706731129089,376831
28.005098945228987,376832
27.872577333816917,376833
27.972592409440548,376834
28.034666548657352,376835
28.093452184950014,376836
28.192117599592876,376837
27.97114235130508,376838
27.307199962650486,376839
27.17527129324502,376840
27.098440367096757,376841
26.94152477713171,376842
27.549108828842886,376843
27.39225208145305,376844
26.960763758749696,376845
26.719595951314417,376846
26.440990073922222,376847
26.094548856247236,376848
25.876081251005942,376849
25.711328934201354,376850
25.19468550042461,376851
25.583179371456417,376852
25.365659674431228,376853
25.22036771060251,376854
24.666164198376627,376855
24.24726335257344,376856
23.884471380369355,376857
23.33012062940727,376858
23.09782373499852,376859
22.77755208574579,376860
22.860357203512155,376861
23.087442096015753,376862
22.876214965190343,376863
23.2496967539943,376864
23.05586993878726,376865
23.309308471658092,376866
23.21893280809082,376867
22.894166102021686,376868
22.57037217768773,376869
22.528106878138246,376870
22.53642786171318,376871
22.431441774132796,376872
22.393039963714713,376873
22.75674060603883,376874
22.79457740566089,376875
22.619609323010796,376876
22.41167637631729,376877
22.06663740763664,376878
21.87797939067404,376879
21.37167672993136,376880
21.221193122069053,376881
20.435216945249127,376882
20.961046114969953,376883
21.306918519117147,376884
20.574976952686786,376885
20.24108240864234,376886
20.0908410623055,376887
19.555293599015563,376888
18.899781897458535,376889
18.18644074650119,376890
17.89496262132191,376891
17.28351779297944,376892
27.744259027061794,376893
27.654942241930257,376894
27.778475988180986,376895
27.68212834137877,376896
27.766655253380062,376897
27.453609301584557,376898
27.278144338056173,376899
26.56693447493187,376900
26.572564044033577,376901
26.585802047714882,376902
26.483286790106803,376903
27.089440771070688,376904
26.77879128119811,376905
26.459194063919096,376906
26.131285646018814,376907
25.94357849492524,376908
25.488456183051667,376909
25.513808202062094,376910
25.209324775446056,376911
24.919064942580707,376912
25.37374298853135,376913
25.312247889620323,376914
25.104494483913527,376915
24.345310929039627,376916
24.318220979764845,376917
23.864715583505472,376918
23.279151228801254,376919
22.976913767751807,376920
22.410387176503278,376921
22.71350362383336,376922
22.897841463045317,376923
23.003346385424898,376924
23.08502585211336,376925
22.994797500926374,376926
23.206728231653436,376927
22.993462390694713,376928
22.71599799536,376929
22.269669128893824,376930
22.229091222793112,376931
22.361583221226375,376932
22.313806185425086,376933
22.096836120647648,376934
22.416483140800217,376935
22.3385104543018,376936
22.136342687418093,376937
22.12484584480596,376938
21.70733402785708,376939
21.585283134640747,376940
21.118132765766703,376941
21.06509326666464,376942
20.368263281959173,376943
20.69134825414552,376944
21.064669186124622,376945
20.462150074281805,376946
20.06423293512606,376947
20.15662671500647,376948
19.66232995823366,376949
18.98549622868625,376950
17.985329851408984,376951
17.9547175705801,376952
17.454348377459404,376953
27.74882635377926,376954
27.65368712552565,376955
27.78422900028005,376956
27.679476991041327,376957
27.723027266413578,376958
27.271132270284014,376959
26.877226671174668,376960
26.309816066179852,376961
26.285541607094537,376962
26.341230459570507,376963
26.23937735606855,376964
26.52290371110776,376965
26.556002430131826,376966
26.21830961085432,376967
25.90400826608795,376968
25.748342955510545,376969
25.367069062226612,376970
25.14420489842612,376971
24.745494951927668,376972
24.592948583238048,376973
24.90756735245668,376974
24.83612165851826,376975
24.496286713836945,376976
24.072399431117013,376977
23.401886800567976,376978
23.26120235346031,376979
22.884371467442136,376980
22.273625761827972,376981
22.17225451064676,376982
22.323681448299247,376983
22.246704237422897,376984
22.27029408133621,376985
22.42510515275917,376986
22.200507907488586,376987
22.207077273950503,376988
22.2197511961132,376989
22.140233423683554,376990
21.793011432593268,376991
21.484154017342178,376992
21.447336348096634,376993
21.594416519515136,376994
21.411905275265386,376995
21.61810696814277,376996
21.709045611535732,376997
21.40073630836344,376998
21.398416145777908,376999
21.17388643506291,377000
20.77950394139158,377001
20.57172888118776,377002
